epoch,train_loss,val_dice,val_clDice
110,0.4248189231114728,0.4866140604019165,0.7032152841042464
111,0.4244157072688852,0.47379737326077054,0.7077197027368806
112,0.42567059993743894,0.43217760963099344,0.6193961285284009
113,0.4233848655862468,0.46595327769007,0.6454430310656682
114,0.4245858084410429,0.4378033084528787,0.6331745526889025
115,0.4238034196730171,0.46656891277858187,0.6829464892922334
116,0.42516547249896186,0.46897961071559363,0.7007464810980041
117,0.4254513033798763,0.4920600669724601,0.7026267717059111
118,0.42446314884083614,0.46632775579180036,0.6887135496194912
119,0.42402570194431716,0.4641996060098921,0.6871798672454886
120,0.42242936438747813,0.4856147485119956,0.7091247388439219
121,0.4234411171504429,0.49768102424485344,0.7511097455699637
122,0.42614384123257226,0.4675410900797163,0.7187907767786096
123,0.423235144625817,0.4614739056144442,0.698094101961021
124,0.4230134513229132,0.4768943284239088,0.6936585059833527
125,0.42379062580210825,0.48757836307798114,0.7084636389568385
126,0.4234802056636129,0.46867680634771075,0.7006024391323026
127,0.4226870512855904,0.4761513488633292,0.6823062066875846
128,0.42124890254012176,0.48393528376306805,0.7303222605073632
129,0.4224791665162359,0.4632890020098005,0.6699152192405442
130,0.421816810965538,0.4663207582065037,0.6731122151317768
131,0.4217957952192852,0.4709184799875532,0.6948860911111705
132,0.4219742629144873,0.4182980741773333,0.6421527771687262
133,0.42246877694768564,0.455817984683173,0.6817455999360343
134,0.42137368842959405,0.47183949266161235,0.682826113369937
135,0.42061350542519776,0.5107460175241743,0.7497306662096119
136,0.4219303279050759,0.4564602485724858,0.6627509250653684
137,0.42023090241210803,0.45250920014722007,0.6651660988605114
138,0.4223497857472726,0.4440226550613131,0.6868829722075805
139,0.4215287219733,0.4808051062481744,0.7338889691224353
140,0.42072265201381276,0.44069919501032145,0.6831360916823659
141,0.4211667012423277,0.46948133068425313,0.6929515624046214
142,0.4224961648562125,0.4475396032844271,0.6526939743209194
143,0.4227582672876971,0.4753690242767334,0.6769361504911668
144,0.4206925949880055,0.4758841872215271,0.6970010754134626
145,0.4205988798290491,0.4594798100846154,0.6698002654223525
146,0.41977183111011984,0.47437558344432285,0.7310437818809411
147,0.41941489045109065,0.5252643159457615,0.7484500627823645
148,0.41860471804227145,0.44452328767095295,0.6313361438190439
149,0.42103965649647374,0.5021364961351668,0.7189321465368915
150,0.42018034756183625,0.5131109782627651,0.7370538958117039
