epoch,stage,train_loss,val_dice,val_clDice,val_dice_artery,val_clDice_artery,val_dice_vein,val_clDice_vein
26,S1,1.5831089832953045,0.5802025088242122,0.5919850656336413,0.358740268434797,0.29587627370595887,0.30101234316825864,0.3224378202556737
27,S1,1.582609860599041,0.5824869666780744,0.5949343723194299,0.3538122922182083,0.2766428968818039,0.30775692931243354,0.33583112836914697
28,S1,1.579273750739438,0.5855062339987074,0.5979272858975822,0.3872778138944081,0.3457794474077747,0.27852156396423067,0.2751181522259117
29,S1,1.5771905207208226,0.58902034674372,0.6024207348511427,0.3811751169817788,0.2969549630728452,0.2949724767889295,0.3178298074363957
30,S1,1.579833608014243,0.5885229178837368,0.601930948752698,0.3737162436757769,0.3045627533423939,0.2996097488062722,0.3190630939411025
31,S1,1.5808157971927097,0.5924009203910827,0.6070000585008047,0.3689539385693414,0.28565221203390784,0.3069530576467514,0.33347435759449123
32,S1,1.5758681612355367,0.5938407966068813,0.6081441022166714,0.37178354263305663,0.3005729430621668,0.30399218840258463,0.32336074362760353
33,S1,1.5799744997705731,0.5915227123669216,0.6063351269320244,0.36622175361428944,0.30772965691315723,0.3046240129641124,0.32119912886522245
34,S1,1.5783265569380351,0.5939949946744102,0.6086228561593603,0.37403953756604874,0.3069291863002585,0.30374972649982995,0.3212035605046036
35,S1,1.582000911448683,0.5934199290616172,0.6080488006012472,0.3438117827687945,0.23642503333815154,0.3243511612926211,0.36287330637281484
36,S1,1.5786897586924689,0.5948386354105814,0.6094735098949697,0.38041528846536365,0.3353396396456362,0.2962702419076647,0.3018360185202137
37,S1,1.5798008105584553,0.5925825885363988,0.6068418158627665,0.37705359203474864,0.2840692785963889,0.3032815043415342,0.32917877940793566
38,S1,1.5772604539990425,0.600130878176008,0.6157203501644288,0.393989702633449,0.3382594301829207,0.2873556760804994,0.28604673396538666
39,S1,1.5760895145790919,0.5963854202202388,0.6116887199817926,0.3798365260873522,0.3214224295617641,0.2992317016635622,0.30903072615306343
40,S1,1.5735213062592914,0.5976132827145713,0.6128258356975088,0.3882434844970703,0.3238154954231076,0.293708330818585,0.30160404305358623
41,S1,1.573161074732031,0.5981928433690752,0.6122737504901211,0.3781704340662275,0.29733826314510864,0.30586938858032225,0.3257809798543132
42,S1,1.574632487978254,0.6011619389057159,0.6158894208292388,0.3754162847995758,0.28508869731169834,0.3114049643278122,0.3368793353860666
43,S1,1.5732963698250906,0.5972742344651903,0.6110730269301943,0.3723055533000401,0.293760832475084,0.30881390145846777,0.32855451460073914
44,S1,1.5747399585587638,0.5980812268597739,0.6118051341824405,0.3576813689299992,0.25648927008143535,0.32104161381721497,0.35460498248893496
45,S1,1.5744967418057578,0.6009192398616245,0.6148876994292923,0.3658567684037345,0.2696015416879041,0.31828474870749884,0.34863347656220117
46,S1,1.5727866739034653,0.6008836133139474,0.614398454953625,0.38619963356426784,0.3104014598315243,0.3018007103885923,0.3148671421524142
47,S1,1.578381807250636,0.6004044583865574,0.614176791225954,0.38614770770072937,0.3177410623090426,0.3010408827236721,0.3119277909658874
48,S1,1.577798891706126,0.6029486766883305,0.6163324424448715,0.3977968556540353,0.3452514658729647,0.2867292044418199,0.2781999022651236
49,S1,1.571553728410176,0.6029812872409821,0.6158973186571568,0.38025217056274413,0.2933276938202116,0.30924148048673356,0.32993271114616524
50,S1,1.5700325444340706,0.6015136471816471,0.6145611611814193,0.39637764522007535,0.3415355024107783,0.2877060564500945,0.2820107017859799
51,S1,1.5713864043354988,0.6009095464433942,0.6128759830815782,0.3686278564589364,0.26677273452572847,0.3172332716839654,0.3484382048927526
52,S1,1.5755456300718444,0.6037938322339739,0.6158106238428799,0.39375128405434745,0.3442308770972909,0.29347105664866313,0.28990369120886567
53,S1,1.5742947991405214,0.5997361600399017,0.6119006350688705,0.3880346468516758,0.31633907470219225,0.2990454371486391,0.30941063201657115
54,S1,1.5726653741938728,0.6036068499088287,0.6157825544379494,0.39311496359961373,0.32432295603286215,0.29690720268658227,0.3034347754632149
55,S1,1.573822288640908,0.5995630409036364,0.6112246239246121,0.3824169158935547,0.30477642185911896,0.30382154754229956,0.3175831541701961
56,S1,1.5726934920464244,0.6044595965317318,0.6154239157104919,0.3893823862075806,0.32400389654961,0.30132924786635806,0.3076529946708294
57,S1,1.5725828768951553,0.6013611878667559,0.6118533536524823,0.38738768867083956,0.3197818195300726,0.3015409354652677,0.3109261359218818
58,S1,1.573773105442524,0.5999811896256038,0.610440674647538,0.37500240206718444,0.29678807867789675,0.31043413749762944,0.3284631742516673
59,S1,1.574509347336633,0.5974687371935163,0.6081635718073394,0.37172198636191234,0.2782761807983229,0.3133032811539514,0.3410971229293682
60,S1,1.5770156604903085,0.5980285584926606,0.6087129461652707,0.32929149866104124,0.2284145930393876,0.3330265283584595,0.36762284834670517
1,S2,1.630224087195737,0.6013291222708566,0.6117404478985442,0.3834536714213235,0.32360598528874923,0.30403549884046827,0.31072138022783097
2,S2,1.6286043316125869,0.6007015424115317,0.6111149404171144,0.3751667082309723,0.30494567196154465,0.310778118457113,0.3255493210649213
3,S2,1.623708061022418,0.6010107346943446,0.6113553778590884,0.38303841267313277,0.31235918570321347,0.3055603619132723,0.317466345154235
4,S2,1.6265849571142879,0.6011055912290301,0.6115741806772541,0.39122668845312936,0.32414605521794054,0.2985973847763879,0.3060344797939433
5,S2,1.6264199373977526,0.6017272233963012,0.6122379339031365,0.3855669864586421,0.3072884524319577,0.3049418053456715,0.31978836228926877
6,S2,1.6271494650415013,0.600840129171099,0.6111815074154805,0.37432790228298735,0.2898432718223507,0.31272948256560734,0.33456381099594523
7,S2,1.628990009214197,0.600752215726035,0.6110508848510929,0.38518841096333095,0.31183576561117127,0.3035635535206114,0.31568510118179205
8,S2,1.6263373764497893,0.6010200832571302,0.6112105366436326,0.38972081797463554,0.3201090398565704,0.29970871720995224,0.3075256434761673
9,S2,1.6277686112693377,0.6010054400988988,0.6113127192748318,0.38278853382383077,0.30746330925889254,0.3060042900698526,0.32022289121538144
10,S2,1.6271388017705508,0.6021759842123304,0.6125311590614458,0.3884081023080008,0.31825274186942404,0.302011718920299,0.311342086723823
11,S2,1.628692635680948,0.6014316771711622,0.6116664088514553,0.3764154280935015,0.3024480906535934,0.3107710037912641,0.32658709811284997
12,S2,1.6281562926513808,0.6016800258840833,0.611915793780524,0.3852063000202179,0.312861541045232,0.30430153948920113,0.3157996784964192
13,S2,1.6282381521803992,0.6010238485676902,0.6111800027034414,0.38501345259802683,0.3105850934599804,0.3043108778340476,0.31635991076018133
14,S2,1.6271844876664026,0.6017185875347683,0.6118962352629809,0.38886933497020176,0.3117879678660459,0.3018705427646637,0.3127545473871987
15,S2,1.6279828761305128,0.6019948772021703,0.6120970088603249,0.3843045813696725,0.30396481440760853,0.30619725372110096,0.32175672331425687
16,S2,1.628092650430543,0.6010418389524732,0.6112887931285718,0.3794855747904096,0.29630686679776336,0.3093168092625482,0.3287263103263436
17,S2,1.6262300280588013,0.6006247239453452,0.6108622395949941,0.38276893496513364,0.30678643804046507,0.3060421266726085,0.3211767191155459
18,S2,1.624515418282577,0.6004378335816519,0.6107680771763978,0.38521136556352886,0.31245558771502907,0.303687960760934,0.31597962354209047
19,S2,1.62556053932224,0.5997676057474953,0.6101327404803464,0.37937947426523483,0.3043601849948731,0.3079214002404894,0.32367259691257994
20,S2,1.6323458209633828,0.600526533808027,0.6107699262370754,0.38634462782314843,0.31546943254681287,0.3027780081544604,0.3141909401574753
21,S2,1.6264818523611342,0.5999887568610055,0.6103978537765157,0.3773493937083653,0.3002147542842901,0.30980116043772016,0.32663170864818475
22,S2,1.6224518137318746,0.6009941961084093,0.6111688867256131,0.3861064059393747,0.3131111581710779,0.30347918953214376,0.31536946811327893
23,S2,1.6306576105100767,0.6006936482020787,0.6109228256052696,0.37929868868419103,0.30223726200875684,0.3088415316173008,0.32563256437109994
24,S2,1.628438779073102,0.6014692638601575,0.6118272883959228,0.3815357370035989,0.3052736492912212,0.3076952942780086,0.3233240353573161
25,S2,1.63016659958022,0.6014648428985051,0.611721091237667,0.38654114859444755,0.3120590770896916,0.30368193175111496,0.3159415021925903
26,S2,1.6302088022232055,0.6013657161167689,0.6116829603080971,0.38365610923085897,0.30893563548906294,0.30602477150303975,0.31971709285674305
27,S2,1.6243073818939073,0.6014853315693992,0.6117618414444673,0.38482526625905716,0.3083221050338642,0.30523395708629064,0.3190401245817046
28,S2,1.6244366498930114,0.6012689411640167,0.6114647063323616,0.3902130050318582,0.3192105878711811,0.3000615669148309,0.3085917283589541
29,S2,1.629768857359886,0.6015951318400247,0.61168178997366,0.3872442833014897,0.3127921234703788,0.30319996178150177,0.3150809909145312
30,S2,1.6274960560458047,0.6005403910364423,0.6108918699567154,0.3750796105180468,0.29341483540580554,0.3120366334915161,0.332466567418151
31,S2,1.6235554050121987,0.6008561534540994,0.6109962614240672,0.38693300911358425,0.31745932070800487,0.3024854970829827,0.31253618587422904
32,S2,1.628681118786335,0.6009058466979436,0.6111491939038464,0.3838110055242266,0.3104614322221713,0.3051685371569225,0.3178115129789252
33,S2,1.6272899729864938,0.6007195813315255,0.6109341664918052,0.3848955341747829,0.30945997009990417,0.3046384917838233,0.31782526191807825
34,S2,1.628765493631363,0.6005578322069985,0.6107694274792227,0.38238856196403503,0.3064804416725711,0.30638160833290645,0.3214080099570769
35,S2,1.624872660636902,0.601837113073894,0.6118399619564694,0.3890070378780365,0.3181228592874543,0.3015729056937354,0.31065837059979007
36,S2,1.6273651335920607,0.6024196352277483,0.612351198649764,0.38692769748823985,0.31124499765484964,0.30420427322387694,0.31604436169181177
37,S2,1.6319251390440124,0.6008101616586957,0.6109393838807897,0.37604392000607084,0.2922463354992182,0.3119546983923231,0.33329399960499473
38,S2,1.6256631838423865,0.6010531672409603,0.6109845104017685,0.3789565282208579,0.2947345877648189,0.3102811996425901,0.33005710141425454
39,S2,1.6273458312664713,0.600833912406649,0.6108179850044871,0.378548196383885,0.3001172638037748,0.309725883603096,0.3267857242913389
40,S2,1.6265311928732054,0.6004753257547106,0.6105536215538084,0.3807471079485757,0.30730584752363954,0.3073431998491287,0.32171325280644403
41,S2,1.6276329434343746,0.6008700685841697,0.6107806791011968,0.3822676982198443,0.30713815020779317,0.306726650255067,0.32080967463251436
42,S2,1.6280392572283744,0.6006129724638802,0.6104886715664773,0.37812287126268657,0.30439518159384676,0.309406287755285,0.32412039467878123
43,S2,1.6237052285245486,0.6010238868849618,0.6108944842131583,0.3822321483067104,0.3069139835684357,0.30691164604255133,0.32114884744066424
44,S2,1.6272597457681384,0.6007489545004708,0.6106937230902684,0.37988178730010985,0.3029120231681931,0.30863816951002393,0.3248176216139262
45,S2,1.6278007092220443,0.6018015001501356,0.6116275322373995,0.3892265856266022,0.3165188950602079,0.30182463313852037,0.31184819390724045
46,S2,1.6346658759883472,0.6012537854058402,0.6111834347556473,0.38036250301769803,0.3022032309502852,0.30895124077796937,0.32550055186420024
47,S2,1.6316936925053596,0.6010588892868587,0.6108134107218771,0.3859186964375632,0.31131239754042667,0.30412025664533887,0.31622155990764883
48,S2,1.6262371614575386,0.6018834795270648,0.6115804045532812,0.38971019216946196,0.31921771292348616,0.3013767272233963,0.3100968120081126
49,S2,1.6270817901406969,0.6013359674385615,0.6109483614830482,0.38274122391428267,0.3020886784653073,0.30756253216947826,0.32460962489669704
50,S2,1.624518110709531,0.6013883565153394,0.6109847282526172,0.3792445353099278,0.29770946933376463,0.3102978140115738,0.3285954531828822
1,S3,1.9387800583881991,0.6129861227103642,0.6197379524423977,0.360800210918699,0.3564787829318706,0.004408801719546318,0.00025873177421342823
2,S3,1.4414257090006555,0.5944779804774694,0.6055246335511124,0.4208134285041264,0.40011723589496817,0.07373628398137433,0.0978789360259388
3,S3,1.0844637174159288,0.5826102920940944,0.5946428296689451,0.4467166806970324,0.3793236789693482,0.1809499210544995,0.2376826477459389
4,S3,0.8946593468742711,0.5783324377877371,0.5908720150713866,0.4361963025161198,0.2730697356319257,0.24761417082377843,0.3170051115454864
5,S3,0.8394754437463624,0.577835761649268,0.590534690399675,0.4291292599269322,0.24268003418366937,0.26977487547057016,0.33516863814424075
6,S3,0.8074881343969277,0.5790425326142993,0.5914473669355856,0.42237162249428883,0.2331017986946159,0.2786241710186005,0.3433607529841984
7,S3,0.7797754749655723,0.5817191898822784,0.5940747053302339,0.4215928946222578,0.23483057513896435,0.2812555913414274,0.34382149694718667
8,S3,0.7572834196899618,0.5842426827975682,0.5958725805849552,0.415934818983078,0.22977291479242049,0.2876459547451564,0.3479265969850312
9,S3,0.7354585488992078,0.587098446062633,0.5984650868761597,0.4095982721873692,0.22498000889693368,0.2937346126352038,0.3528899578654379
10,S3,0.7182108135095664,0.5904681009905679,0.6018069558638154,0.406482435124261,0.22663201162127294,0.29716469730649675,0.3531811484450653
11,S3,0.7053865808461394,0.5937008397919791,0.6044505807002724,0.4037716465336936,0.2306831784828488,0.2999865514891488,0.3517768390752552
12,S3,0.6976261886102813,0.5962696875844683,0.6067459321855548,0.39719890441213335,0.23021607812711967,0.3053118062870843,0.3538403956833736
13,S3,0.6906563501272883,0.5995308927127293,0.6098971960974648,0.4164332432406289,0.30779407419630966,0.29220060195241654,0.3185067465281521
14,S3,0.6873282207974366,0.6013407434735979,0.6111886842177585,0.41598516872950964,0.3237023169601334,0.29263578312737604,0.31094994960123856
15,S3,0.6845707674111638,0.603517427614757,0.612699330335011,0.4330741431031908,0.3773007540800769,0.27157813204186304,0.2646411073306005
16,S3,0.6823660780276571,0.6048094843115125,0.6139011000925618,0.4355720375265394,0.3866930953217722,0.26331548903669627,0.24463805293318178
17,S3,0.6837856762111187,0.605207051549639,0.6142492137578432,0.4238203125340598,0.3660105460362144,0.27855316017355236,0.2712962601284755
18,S3,0.6821608810552529,0.6057010548455375,0.6146147079100869,0.4173256414277213,0.35594179288614564,0.2841631578547614,0.2774559191525369
19,S3,0.6833680424307074,0.6068504657064165,0.6154945188411871,0.42534141881125315,0.3772182934013716,0.26752323784998483,0.24212303001562624
20,S3,0.6834963947534561,0.6070849435670035,0.6156943879610587,0.42099757279668537,0.37055016246022543,0.27288875643696103,0.25223851733246977
21,S3,0.6810155908976282,0.6074770016329629,0.6160786130908413,0.42306302615574426,0.37373169779349624,0.26822902262210846,0.2429664520529744
22,S3,0.6813805432191917,0.608132701260703,0.6164683584581201,0.4281557525907244,0.3854445893008915,0.2537496043103082,0.21351613781157178
23,S3,0.6825141024376665,0.6081156202725002,0.6164844629392379,0.42237559471811564,0.3737190880180102,0.26534569008009773,0.23530588782392872
24,S3,0.6816052006823676,0.6082625840391431,0.6165632170290648,0.4206015595367977,0.3704893446965983,0.2678720821227346,0.24068252970236997
25,S3,0.6823593816586904,0.6085045056683677,0.616769293791287,0.4213695398398808,0.3722078971665456,0.26520939618349076,0.2353250167969232
